HJD,MAG,ERR,SRV
666.7356,0.11600000000000144,0.007,OGLE-III
671.61324,-0.032999999999999474,0.006,OGLE-III
684.57567,0.10899999999999999,0.007,OGLE-III
689.56645,-0.009999999999999787,0.006,OGLE-III
698.57168,-0.07499999999999929,0.006,OGLE-III
706.57261,0.057000000000000384,0.008,OGLE-III
715.58264,-0.049999999999998934,0.007,OGLE-III
727.51374,0.06600000000000072,0.007,OGLE-III
747.51848,-0.09199999999999875,0.008,OGLE-III
887.88457,-0.03399999999999892,0.006,OGLE-III
895.88897,0.10200000000000209,0.006,OGLE-III
897.83907,0.06099999999999994,0.006,OGLE-III
924.8001,0.0730000000000004,0.006,OGLE-III
928.7715,0.023000000000001464,0.006,OGLE-III
931.77005,0.036000000000001364,0.006,OGLE-III
936.7925,-0.07399999999999984,0.006,OGLE-III
937.81343,0.0710000000000015,0.006,OGLE-III
939.77423,0.09699999999999953,0.006,OGLE-III
941.77072,0.08700000000000152,0.006,OGLE-III
944.75937,-0.01699999999999946,0.007,OGLE-III
950.72617,0.03700000000000081,0.007,OGLE-III
951.79573,-0.07099999999999973,0.006,OGLE-III
952.80745,0.0810000000000013,0.006,OGLE-III
953.72068,-0.06700000000000017,0.006,OGLE-III
963.68249,-0.06299999999999883,0.006,OGLE-III
964.70423,0.03200000000000003,0.006,OGLE-III
965.88901,-0.07099999999999973,0.007,OGLE-III
966.89459,0.09500000000000064,0.006,OGLE-III
971.87423,-0.08899999999999864,0.006,OGLE-III
985.64256,0.016000000000000014,0.005,OGLE-III
987.80806,0.08500000000000085,0.006,OGLE-III
988.67339,0.06700000000000017,0.006,OGLE-III
990.69676,0.09900000000000198,0.006,OGLE-III
991.58892,-0.016000000000000014,0.006,OGLE-III
997.71811,0.08700000000000152,0.006,OGLE-III
1006.64717,-0.08300000000000018,0.006,OGLE-III
1021.7302,0.017000000000001236,0.006,OGLE-III
1025.60527,-0.09600000000000009,0.006,OGLE-III
1036.51162,0.08999999999999986,0.006,OGLE-III
1040.59195,-0.08599999999999852,0.006,OGLE-III
1043.64447,-0.026999999999999247,0.007,OGLE-III
1048.58126,-0.027999999999998693,0.006,OGLE-III
1053.66254,-0.04099999999999859,0.006,OGLE-III
1060.62356,-0.017999999999998906,0.008,OGLE-III
1067.66002,0.08999999999999986,0.006,OGLE-III
1072.50272,-0.02200000000000024,0.006,OGLE-III
1076.6046,-0.0030000000000001137,0.006,OGLE-III
1079.50377,0.10400000000000098,0.007,OGLE-III
1087.5246,-0.07099999999999973,0.006,OGLE-III
1090.50303,0.05900000000000105,0.008,OGLE-III
1093.59943,0.025000000000000355,0.007,OGLE-III
1102.50847,-0.06199999999999939,0.007,OGLE-III
1113.51222,0.0259999999999998,0.008,OGLE-III
1121.53707,-0.06999999999999851,0.008,OGLE-III
1122.51732,0.12700000000000067,0.009,OGLE-III
1124.51881,0.0840000000000014,0.008,OGLE-III
1125.50441,-0.07199999999999918,0.008,OGLE-III
1125.52923,-0.04499999999999993,0.007,OGLE-III
1126.5279,0.0259999999999998,0.008,OGLE-III
1128.52133,-0.04899999999999949,0.008,OGLE-III
1229.87374,-0.06599999999999895,0.007,OGLE-III
1239.83377,-0.0039999999999995595,0.007,OGLE-III
1242.8682,-0.08199999999999896,0.007,OGLE-III
1253.8801,-0.06899999999999906,0.006,OGLE-III
1256.88818,0.11099999999999888,0.007,OGLE-III
1258.88509,0.11099999999999888,0.008,OGLE-III
1261.83379,-0.07899999999999885,0.006,OGLE-III
1266.8838,-0.06799999999999962,0.006,OGLE-III
1268.87546,-0.07399999999999984,0.006,OGLE-III
1279.84149,0.07399999999999984,0.007,OGLE-III
1281.90149,-0.08000000000000007,0.006,OGLE-III
1289.85883,-0.06099999999999994,0.006,OGLE-III
1290.83499,0.1050000000000022,0.007,OGLE-III
1294.81839,0.09299999999999997,0.007,OGLE-III
1295.82911,-0.030999999999998806,0.006,OGLE-III
1296.83321,0.016000000000000014,0.006,OGLE-III
1298.8505,-0.06799999999999962,0.007,OGLE-III
1301.72244,-0.07199999999999918,0.008,OGLE-III
1305.73349,-0.030999999999998806,0.007,OGLE-III
1306.74244,-0.010999999999999233,0.006,OGLE-III
1307.779,0.08999999999999986,0.007,OGLE-III
1310.79371,-0.06700000000000017,0.006,OGLE-III
1313.84936,-0.06999999999999851,0.006,OGLE-III
1315.82697,-0.07099999999999973,0.006,OGLE-III
1316.66511,-0.06099999999999994,0.006,OGLE-III
1317.77017,0.0070000000000014495,0.007,OGLE-III
1318.88552,0.07600000000000051,0.007,OGLE-III
1319.7669,-0.054999999999999716,0.006,OGLE-III
1320.79243,0.07900000000000063,0.007,OGLE-III
1327.85345,0.06800000000000139,0.008,OGLE-III
1332.79653,-0.07199999999999918,0.006,OGLE-III
1333.82909,0.10800000000000232,0.007,OGLE-III
1335.6431,-0.0779999999999994,0.006,OGLE-III
1338.69204,0.062000000000001165,0.007,OGLE-III
1338.84124,-0.008999999999998565,0.007,OGLE-III
1339.60559,-0.0779999999999994,0.006,OGLE-III
1339.70944,0.019000000000000128,0.007,OGLE-III
1339.89537,-0.08699999999999974,0.007,OGLE-III
1340.65005,0.10599999999999987,0.007,OGLE-III
1340.74873,-0.08999999999999986,0.007,OGLE-III
1341.71277,0.0710000000000015,0.007,OGLE-III
1341.89247,-0.07499999999999929,0.006,OGLE-III
1342.58712,0.09600000000000186,0.007,OGLE-III
1342.71529,-0.08699999999999974,0.006,OGLE-III
1342.81011,0.0010000000000012221,0.007,OGLE-III
1343.8053,-0.0389999999999997,0.007,OGLE-III
1345.74396,0.10100000000000087,0.007,OGLE-III
1346.64596,-0.06899999999999906,0.006,OGLE-III
1346.74598,-0.041999999999999815,0.006,OGLE-III
1346.85314,0.12100000000000044,0.006,OGLE-III
1347.64962,0.05600000000000094,0.006,OGLE-III
1347.74963,0.04100000000000037,0.007,OGLE-III
1348.61061,-0.0129999999999999,0.007,OGLE-III
1348.70842,-0.06199999999999939,0.006,OGLE-III
1348.83639,0.10899999999999999,0.007,OGLE-III
1349.61062,0.012000000000000455,0.006,OGLE-III
1349.7234,0.07200000000000095,0.007,OGLE-III
1349.84617,-0.06700000000000017,0.006,OGLE-III
1350.60047,-0.06099999999999994,0.007,OGLE-III
1350.75135,0.04100000000000037,0.006,OGLE-III
1350.84976,0.08999999999999986,0.007,OGLE-III
1353.63927,0.1050000000000022,0.008,OGLE-III
1353.7525,-0.08399999999999963,0.007,OGLE-III
1354.57441,-0.07499999999999929,0.007,OGLE-III
1354.67792,-0.027999999999998693,0.006,OGLE-III
1354.78557,0.11600000000000144,0.007,OGLE-III
1355.57356,0.04600000000000115,0.008,OGLE-III
1355.66842,0.06600000000000072,0.008,OGLE-III
1355.76891,-0.0779999999999994,0.007,OGLE-III
1359.62815,0.051000000000000156,0.009,OGLE-III
1360.83274,-0.08300000000000018,0.007,OGLE-III
1361.6454,-0.07599999999999874,0.007,OGLE-III
1365.61906,-0.07599999999999874,0.006,OGLE-III
1365.7892,0.1050000000000022,0.007,OGLE-III
1366.56434,-0.017999999999998906,0.006,OGLE-III
1366.68873,0.08800000000000097,0.007,OGLE-III
1367.65382,-0.07599999999999874,0.007,OGLE-III
1367.78579,0.10599999999999987,0.008,OGLE-III
1368.56816,0.025000000000000355,0.007,OGLE-III
1368.67587,0.0730000000000004,0.007,OGLE-III
1368.79446,-0.0649999999999995,0.006,OGLE-III
1369.59015,-0.08300000000000018,0.006,OGLE-III
1369.70396,0.03300000000000125,0.007,OGLE-III
1370.54359,0.017000000000001236,0.008,OGLE-III
1370.64149,0.10800000000000232,0.007,OGLE-III
1374.68908,-0.08899999999999864,0.006,OGLE-III
1375.72992,0.10599999999999987,0.007,OGLE-III
1376.5265,0.08900000000000041,0.007,OGLE-III
1394.65918,0.09699999999999953,0.007,OGLE-III
1395.7319,0.034000000000000696,0.008,OGLE-III
1397.65553,-0.06400000000000006,0.007,OGLE-III
1398.70885,-0.0779999999999994,0.006,OGLE-III
1399.55888,-0.06899999999999906,0.007,OGLE-III
1400.66533,-0.017999999999998906,0.006,OGLE-III
1401.59996,-0.0779999999999994,0.006,OGLE-III
1402.59368,0.10800000000000232,0.007,OGLE-III
1403.57914,-0.08000000000000007,0.007,OGLE-III
1404.5962,0.08999999999999986,0.007,OGLE-III
1407.61485,0.040000000000000924,0.007,OGLE-III
1408.63446,-0.09600000000000009,0.006,OGLE-III
1415.6775,-0.06400000000000006,0.008,OGLE-III
1416.58021,-0.08199999999999896,0.006,OGLE-III
1419.64986,-0.07299999999999862,0.007,OGLE-III
1430.51661,0.014000000000001123,0.008,OGLE-III
1432.67316,-0.08000000000000007,0.007,OGLE-III
1436.53399,0.12100000000000044,0.007,OGLE-III
1441.58438,0.0710000000000015,0.008,OGLE-III
1443.58448,0.10800000000000232,0.007,OGLE-III
1448.5215,-0.08999999999999986,0.006,OGLE-III
1450.55465,-0.058999999999999275,0.007,OGLE-III
1459.50157,0.017000000000001236,0.007,OGLE-III
1462.5735,0.09500000000000064,0.008,OGLE-III
1476.53941,-0.06999999999999851,0.008,OGLE-III
1601.83684,-0.09499999999999886,0.007,OGLE-III
1605.87364,-0.0519999999999996,0.006,OGLE-III
1609.86638,-0.006999999999999673,0.006,OGLE-III
1611.83328,-0.032999999999999474,0.006,OGLE-III
1617.87745,0.1169999999999991,0.007,OGLE-III
1621.82373,0.12899999999999956,0.007,OGLE-III
1623.88621,-0.06400000000000006,0.006,OGLE-III
1624.86699,0.012000000000000455,0.008,OGLE-III
1625.80261,0.11500000000000021,0.007,OGLE-III
1627.90039,-0.08499999999999908,0.006,OGLE-III
1631.90056,-0.049999999999998934,0.008,OGLE-III
1632.86945,0.1120000000000001,0.007,OGLE-III
1634.89648,0.04100000000000037,0.007,OGLE-III
1644.84434,-0.08099999999999952,0.006,OGLE-III
1645.86207,0.11500000000000021,0.007,OGLE-III
1652.78634,-0.0990000000000002,0.006,OGLE-III
1654.82239,-0.05299999999999905,0.006,OGLE-III
1661.75126,0.11000000000000121,0.006,OGLE-III
1662.81781,0.08800000000000097,0.006,OGLE-III
1664.82551,0.10400000000000098,0.007,OGLE-III
1664.91721,-0.07599999999999874,0.006,OGLE-III
1665.85937,-0.045999999999999375,0.006,OGLE-III
1666.88527,-0.032999999999999474,0.006,OGLE-III
1668.8433,0.06500000000000128,0.007,OGLE-III
1669.89148,0.07699999999999996,0.007,OGLE-III
1671.7908,-0.05699999999999861,0.006,OGLE-III
1672.75197,0.11300000000000132,0.007,OGLE-III
1675.8226,0.06900000000000084,0.007,OGLE-III
1676.87871,-0.06099999999999994,0.006,OGLE-III
1681.79404,0.12299999999999933,0.007,OGLE-III
1689.76764,0.1050000000000022,0.007,OGLE-III
1691.63846,0.03200000000000003,0.006,OGLE-III
1695.61553,0.04499999999999993,0.006,OGLE-III
1698.67148,-0.04699999999999882,0.006,OGLE-III
1700.6929,0.028999999999999915,0.006,OGLE-III
1702.68144,0.03900000000000148,0.006,OGLE-III
1704.65495,0.0,0.006,OGLE-III
1706.6496,0.0470000000000006,0.007,OGLE-III
1716.79845,-0.030999999999998806,0.006,OGLE-III
1717.7103,0.09999999999999964,0.006,OGLE-III
1721.79182,-0.0779999999999994,0.007,OGLE-III
1722.63555,-0.08899999999999864,0.006,OGLE-III
1726.5846,-0.05699999999999861,0.006,OGLE-III
1728.62866,-0.08099999999999952,0.006,OGLE-III
1729.56877,0.05500000000000149,0.006,OGLE-III
1730.55691,-0.08899999999999864,0.006,OGLE-III
1731.5639,0.09299999999999997,0.007,OGLE-III
1732.71631,0.11399999999999899,0.006,OGLE-III
1738.69348,0.14700000000000024,0.011,OGLE-III
1742.73445,-0.08300000000000018,0.007,OGLE-III
1743.70992,0.05200000000000138,0.007,OGLE-III
1744.79659,-0.04800000000000004,0.007,OGLE-III
1748.52798,0.062000000000001165,0.007,OGLE-III
1749.48748,0.0,0.006,OGLE-III
1750.53063,0.11000000000000121,0.007,OGLE-III
1751.49709,-0.07599999999999874,0.006,OGLE-III
1752.56433,0.11500000000000021,0.007,OGLE-III
1753.52004,-0.11500000000000021,0.006,OGLE-III
1754.66993,-0.06700000000000017,0.006,OGLE-III
1755.55867,-0.03500000000000014,0.007,OGLE-III
1755.68417,0.09699999999999953,0.007,OGLE-III
1756.52977,0.10800000000000232,0.006,OGLE-III
1757.64108,0.1349999999999998,0.007,OGLE-III
1758.57359,-0.06799999999999962,0.006,OGLE-III
1759.49897,-0.0519999999999996,0.006,OGLE-III
1761.59297,0.12200000000000166,0.007,OGLE-III
1762.6152,-0.03500000000000014,0.006,OGLE-III
1763.64835,-0.06199999999999939,0.006,OGLE-III
1764.55871,-0.07499999999999929,0.006,OGLE-III
1765.56096,0.13400000000000212,0.006,OGLE-III
1772.67056,0.07699999999999996,0.007,OGLE-III
1774.50162,-0.04099999999999859,0.006,OGLE-III
1775.68442,0.0470000000000006,0.007,OGLE-III
1777.70598,0.09699999999999953,0.007,OGLE-III
1783.69862,0.08800000000000097,0.007,OGLE-III
1785.69596,0.019000000000000128,0.007,OGLE-III
1789.61433,0.13000000000000078,0.006,OGLE-III
1802.50352,-0.058999999999999275,0.006,OGLE-III
1804.575,0.10599999999999987,0.007,OGLE-III
1809.51486,-0.08599999999999852,0.006,OGLE-III
1811.55136,-0.04499999999999993,0.006,OGLE-III
1813.58422,0.034000000000000696,0.007,OGLE-III
1815.58387,0.07500000000000107,0.007,OGLE-III
1817.56126,0.051000000000000156,0.007,OGLE-III
1819.59467,0.12400000000000055,0.008,OGLE-III
1825.51302,0.11000000000000121,0.007,OGLE-III
2106.77737,0.12100000000000044,0.008,OGLE-III
2112.76568,-0.06199999999999939,0.007,OGLE-III
2128.58275,0.05500000000000149,0.008,OGLE-III
2131.57614,0.03900000000000148,0.008,OGLE-III
2134.67978,0.014000000000001123,0.008,OGLE-III
2138.5599,-0.08899999999999864,0.008,OGLE-III
2158.52784,0.11500000000000021,0.007,OGLE-III
2162.51316,0.10800000000000232,0.009,OGLE-III
2168.54798,-0.07699999999999996,0.008,OGLE-III
2173.506,0.1379999999999999,0.011,OGLE-III
2180.50461,0.0010000000000012221,0.008,OGLE-III
2184.50932,0.1169999999999991,0.011,OGLE-III
2194.56439,-0.07699999999999996,0.008,OGLE-III
2321.88195,-0.08899999999999864,0.009,OGLE-III
2326.81506,0.10800000000000232,0.01,OGLE-III
2345.82461,0.10899999999999999,0.008,OGLE-III
2350.82868,0.02000000000000135,0.008,OGLE-III
2358.89339,-0.08000000000000007,0.008,OGLE-III
2370.82158,-0.08499999999999908,0.008,OGLE-III
2381.82885,-0.07699999999999996,0.008,OGLE-III
2384.80172,0.06900000000000084,0.008,OGLE-III
2388.85949,0.02000000000000135,0.008,OGLE-III
2391.74551,-0.08899999999999864,0.008,OGLE-III
2400.70495,0.11800000000000033,0.009,OGLE-III
2402.81921,-0.08899999999999864,0.008,OGLE-III
2404.85184,-0.004999999999999005,0.008,OGLE-III
2406.93579,0.1120000000000001,0.01,OGLE-III
2415.73265,0.03900000000000148,0.008,OGLE-III
2417.70947,0.0470000000000006,0.008,OGLE-III
2426.68762,0.08900000000000041,0.008,OGLE-III
2431.81831,0.11300000000000132,0.008,OGLE-III
2433.74547,0.07399999999999984,0.008,OGLE-III
2434.81856,-0.03500000000000014,0.008,OGLE-III
2436.59308,0.1120000000000001,0.008,OGLE-III
2438.62346,0.11600000000000144,0.009,OGLE-III
2440.60492,0.09800000000000075,0.008,OGLE-III
2442.62219,-0.0129999999999999,0.008,OGLE-III
2446.68701,-0.03999999999999915,0.008,OGLE-III
2453.74996,-0.0649999999999995,0.008,OGLE-III
2458.74301,0.004000000000001336,0.008,OGLE-III
2462.73174,-0.08399999999999963,0.007,OGLE-III
2463.83239,0.009999999999999787,0.008,OGLE-III
2466.76229,-0.06599999999999895,0.008,OGLE-III
2468.47465,-0.06199999999999939,0.008,OGLE-III
2470.47758,-0.011999999999998678,0.009,OGLE-III
2474.4798,0.08900000000000041,0.011,OGLE-III
2482.63139,-0.016000000000000014,0.008,OGLE-III
2485.64138,-0.06899999999999906,0.008,OGLE-III
2489.71204,-0.0129999999999999,0.007,OGLE-III
2492.6574,0.1120000000000001,0.008,OGLE-III
2494.71107,-0.07199999999999918,0.007,OGLE-III
2497.51364,-0.05999999999999872,0.008,OGLE-III
2499.54962,-0.09199999999999875,0.007,OGLE-III
2501.57721,-0.045999999999999375,0.008,OGLE-III
2503.50243,-0.10299999999999976,0.015,OGLE-III
2511.55755,0.11099999999999888,0.01,OGLE-III
2517.49443,0.11300000000000132,0.01,OGLE-III
2520.68356,0.05200000000000138,0.008,OGLE-III
2526.53779,0.08700000000000152,0.008,OGLE-III
2537.48785,-0.07099999999999973,0.008,OGLE-III
2540.50385,-0.02999999999999936,0.008,OGLE-III
2546.51435,-0.09799999999999898,0.008,OGLE-III
2550.49572,-0.05699999999999861,0.009,OGLE-III
2554.56758,0.12400000000000055,0.009,OGLE-III
2565.5048,-0.051000000000000156,0.009,OGLE-III
2698.89907,0.10899999999999999,0.009,OGLE-III
2711.8821,0.10899999999999999,0.008,OGLE-III
2721.90379,-0.08799999999999919,0.01,OGLE-III
2730.90269,-0.058999999999999275,0.008,OGLE-III
2743.77918,0.023000000000001464,0.008,OGLE-III
2748.79785,-0.08899999999999864,0.008,OGLE-III
2755.78789,-0.006000000000000227,0.008,OGLE-III
2759.78293,-0.08099999999999952,0.008,OGLE-III
2765.79604,-0.06199999999999939,0.008,OGLE-III
2769.78069,0.0129999999999999,0.006,OGLE-III
2782.71894,-0.08399999999999963,0.008,OGLE-III
2784.71177,-0.10099999999999909,0.007,OGLE-III
2786.5983,0.1169999999999991,0.011,OGLE-III
2788.69597,-0.07299999999999862,0.007,OGLE-III
2788.73165,-0.02999999999999936,0.007,OGLE-III
2788.81973,0.12700000000000067,0.008,OGLE-III
2788.93236,-0.07299999999999862,0.007,OGLE-III
2790.82455,0.131000000000002,0.008,OGLE-III
2791.71572,0.004000000000001336,0.008,OGLE-III
2791.93904,0.131000000000002,0.008,OGLE-III
2792.58554,-0.05999999999999872,0.009,OGLE-III
2794.61897,-0.08599999999999852,0.008,OGLE-III
2796.57352,-0.08000000000000007,0.008,OGLE-III
2802.58994,-0.023999999999999133,0.01,OGLE-III
2808.63984,0.12100000000000044,0.008,OGLE-III
2810.57817,0.09299999999999997,0.008,OGLE-III
2812.57976,0.1169999999999991,0.008,OGLE-III
2813.82358,-0.08000000000000007,0.008,OGLE-III
2815.6021,-0.03799999999999848,0.008,OGLE-III
2816.66782,-0.1039999999999992,0.008,OGLE-III
2817.78225,-0.06999999999999851,0.008,OGLE-III
2818.67744,-0.09799999999999898,0.007,OGLE-III
2819.77137,-0.07399999999999984,0.008,OGLE-III
2821.66942,0.12400000000000055,0.009,OGLE-III
2826.66026,0.009999999999999787,0.006,OGLE-III
2826.68916,0.0810000000000013,0.006,OGLE-III
2830.79053,-0.06899999999999906,0.01,OGLE-III
2835.48752,0.11000000000000121,0.01,OGLE-III
2837.50646,0.12200000000000166,0.01,OGLE-III
2838.73686,-0.09199999999999875,0.008,OGLE-III
2840.50761,-0.03799999999999848,0.008,OGLE-III
2842.56549,0.11600000000000144,0.008,OGLE-III
2844.6203,-0.007999999999999119,0.008,OGLE-III
2848.55979,0.11099999999999888,0.01,OGLE-III
2851.54619,-0.016000000000000014,0.008,OGLE-III
2853.54994,0.040000000000000924,0.008,OGLE-III
2862.51378,-0.06899999999999906,0.009,OGLE-III
2864.51149,-0.08199999999999896,0.008,OGLE-III
2867.66502,-0.02200000000000024,0.008,OGLE-III
2868.52698,0.002000000000000668,0.008,OGLE-III
2871.49287,0.018000000000000682,0.008,OGLE-III
2875.64264,0.09200000000000053,0.009,OGLE-III
2877.66295,0.12599999999999945,0.009,OGLE-III
2882.55284,-0.06999999999999851,0.007,OGLE-III
2908.60365,-0.0779999999999994,0.009,OGLE-III
2912.54945,-0.07099999999999973,0.008,OGLE-III
3043.87242,-0.08899999999999864,0.008,OGLE-III
3044.86716,0.1070000000000011,0.009,OGLE-III
3055.88322,0.11399999999999899,0.008,OGLE-III
3064.82722,-0.05799999999999983,0.008,OGLE-III
3067.90064,-0.09399999999999942,0.007,OGLE-III
3070.8622,0.11300000000000132,0.009,OGLE-III
3073.8176,-0.06899999999999906,0.008,OGLE-III
3075.85629,-0.049999999999998934,0.008,OGLE-III
3082.87177,-0.058999999999999275,0.008,OGLE-III
3086.84576,-0.0909999999999993,0.007,OGLE-III
3088.80322,-0.06999999999999851,0.007,OGLE-III
3091.84071,0.1349999999999998,0.008,OGLE-III
3098.8627,0.09699999999999953,0.007,OGLE-III
3100.8118,0.06099999999999994,0.008,OGLE-III
3104.90377,-0.023999999999999133,0.015,OGLE-III
3110.84222,-0.008999999999998565,0.008,OGLE-III
3115.87585,0.12899999999999956,0.008,OGLE-III
3126.9043,0.15499999999999936,0.008,OGLE-III
3130.70614,-0.08799999999999919,0.008,OGLE-III
3135.90747,0.06900000000000084,0.008,OGLE-III
3138.70919,0.025000000000000355,0.008,OGLE-III
3140.88627,-0.09299999999999997,0.007,OGLE-III
3151.91079,-0.08300000000000018,0.008,OGLE-III
3154.82767,0.021000000000000796,0.008,OGLE-III
3158.92154,0.040000000000000924,0.011,OGLE-III
3163.6353,0.07500000000000107,0.008,OGLE-III
3163.65706,0.1050000000000022,0.008,OGLE-III
3168.758,0.12599999999999945,0.008,OGLE-III
3193.54537,-0.058999999999999275,0.008,OGLE-III
3196.55442,0.0070000000000014495,0.008,OGLE-III
3197.52191,-0.03799999999999848,0.007,OGLE-III
3202.57797,-0.08300000000000018,0.007,OGLE-III
3210.55169,-0.007999999999999119,0.008,OGLE-III
3211.59214,-0.05699999999999861,0.008,OGLE-III
3217.48224,0.0470000000000006,0.008,OGLE-III
3219.61505,0.0259999999999998,0.009,OGLE-III
3223.66038,0.11600000000000144,0.008,OGLE-III
3228.60968,-0.0779999999999994,0.008,OGLE-III
3230.67574,0.07000000000000028,0.008,OGLE-III
3231.57942,0.11800000000000033,0.008,OGLE-III
3241.66284,-0.03799999999999848,0.008,OGLE-III
3246.66642,-0.04699999999999882,0.008,OGLE-III
3249.53463,-0.09299999999999997,0.008,OGLE-III
3250.66728,-0.06400000000000006,0.008,OGLE-III
3253.53507,-0.049999999999998934,0.008,OGLE-III
3256.64434,-0.04399999999999871,0.008,OGLE-III
3272.59581,0.12500000000000178,0.009,OGLE-III
3275.57879,-0.03200000000000003,0.008,OGLE-III
3278.60768,-0.023999999999999133,0.008,OGLE-III
3282.58171,-0.05999999999999872,0.006,OGLE-III
3288.55423,-0.08899999999999864,0.007,OGLE-III
3293.52485,0.13199999999999967,0.007,OGLE-III
3295.53504,0.12200000000000166,0.006,OGLE-III
3314.51954,0.0600000000000005,0.011,OGLE-III
3409.8857,-0.053999999999998494,0.008,OGLE-III
3414.87418,0.11500000000000021,0.008,OGLE-III
3422.88009,0.038000000000000256,0.008,OGLE-III
3426.87121,-0.04899999999999949,0.008,OGLE-III
3429.85323,0.08999999999999986,0.008,OGLE-III
3432.89666,-0.0389999999999997,0.008,OGLE-III
3442.89913,0.15000000000000036,0.008,OGLE-III
3445.81188,-0.0649999999999995,0.007,OGLE-III
3447.86253,-0.07899999999999885,0.007,OGLE-III
3449.87517,-0.03200000000000003,0.007,OGLE-III
3452.89572,-0.06099999999999994,0.006,OGLE-III
3455.83,-0.022999999999999687,0.008,OGLE-III
3457.86351,0.09100000000000108,0.008,OGLE-III
3459.85872,0.11300000000000132,0.008,OGLE-III
3469.7945,0.1169999999999991,0.008,OGLE-III
3470.80739,-0.04299999999999926,0.006,OGLE-III
3472.76986,-0.06299999999999883,0.007,OGLE-III
3473.78965,0.08200000000000074,0.008,OGLE-III
3474.78631,0.012000000000000455,0.008,OGLE-III
3477.77369,-0.0259999999999998,0.007,OGLE-III
3479.77251,-0.058999999999999275,0.006,OGLE-III
3496.73019,-0.041999999999999815,0.007,OGLE-III
3499.8729,-0.07299999999999862,0.006,OGLE-III
3501.82986,-0.041999999999999815,0.006,OGLE-III
3502.72861,-0.08699999999999974,0.006,OGLE-III
3504.7125,-0.07399999999999984,0.006,OGLE-III
3506.75637,0.0129999999999999,0.007,OGLE-III
3510.80875,0.11099999999999888,0.007,OGLE-III
3511.8479,-0.028999999999999915,0.007,OGLE-III
3517.69854,-0.022999999999999687,0.011,OGLE-III
3520.77202,-0.004999999999999005,0.008,OGLE-III
3530.62139,0.12899999999999956,0.007,OGLE-III
3537.74661,-0.019999999999999574,0.006,OGLE-III
3538.61792,-0.04699999999999882,0.007,OGLE-III
3544.73345,0.1120000000000001,0.008,OGLE-III
3546.7268,0.14000000000000234,0.01,OGLE-III
3547.81961,0.09100000000000108,0.009,OGLE-III
3550.64608,0.07399999999999984,0.007,OGLE-III
3551.64742,-0.09299999999999997,0.005,OGLE-III
3552.68203,0.12899999999999956,0.007,OGLE-III
3553.73141,0.030000000000001137,0.008,OGLE-III
3554.66995,0.13700000000000223,0.008,OGLE-III
3555.68834,-0.032999999999999474,0.007,OGLE-III
3556.68441,0.05799999999999983,0.007,OGLE-III
3558.54146,0.015000000000000568,0.008,OGLE-III
3558.84015,0.05000000000000071,0.008,OGLE-III
3559.71005,0.09699999999999953,0.007,OGLE-III
