HJD,MAG,ERR,SRV,HJD_New
551.82171,-0.04399999999999693,0.008,OGLE-III,552.2223964886301
553.7409,-0.06999999999999673,0.008,OGLE-III,554.141055823514
557.74187,0.10000000000000142,0.01,OGLE-III,558.14078643496
558.78785,-0.04299999999999926,0.008,OGLE-III,559.186417371699
560.73789,-0.04099999999999682,0.009,OGLE-III,561.1357840174475
561.75387,-0.03200000000000003,0.008,OGLE-III,562.1514030632507
562.77105,0.10800000000000054,0.009,OGLE-III,563.1682157623069
567.88485,0.11200000000000188,0.01,OGLE-III,568.2801075581833
568.86048,-0.07899999999999707,0.008,OGLE-III,569.2553671267252
569.85076,0.0730000000000004,0.009,OGLE-III,570.2452707734423
571.84131,-0.03200000000000003,0.008,OGLE-III,572.2350661217217
572.91148,0.14000000000000057,0.012,OGLE-III,573.3048330897296
573.89002,-0.1059999999999981,0.008,OGLE-III,574.2830072277463
574.87282,0.09500000000000242,0.009,OGLE-III,575.2654430658143
575.90407,0.004000000000001336,0.01,OGLE-III,576.2963152797253
576.88455,-0.0329999999999977,0.008,OGLE-III,577.2764409445549
576.89242,-0.038999999999997925,0.008,OGLE-III,577.2843081215251
578.79147,0.04800000000000182,0.008,OGLE-III,579.182688056289
581.77499,0.09500000000000242,0.008,OGLE-III,582.1652090940231
582.80821,-0.0990000000000002,0.008,OGLE-III,583.1981015396931
583.82862,0.05700000000000216,0.01,OGLE-III,584.2181986598849
587.9047,-0.04099999999999682,0.01,OGLE-III,588.2931500450061
588.86043,0.09100000000000108,0.009,OGLE-III,589.2486471266291
590.84207,-0.012999999999998124,0.01,OGLE-III,591.229847694134
599.88562,-0.08599999999999852,0.008,OGLE-III,600.2722874918941
600.83435,0.13700000000000045,0.008,OGLE-III,601.2210000096246
601.6708,0.06700000000000017,0.008,OGLE-III,602.0574504569475
605.86053,0.11000000000000298,0.012,OGLE-III,606.2473660536795
606.76677,-0.038999999999997925,0.008,OGLE-III,607.1536776292983
607.76328,0.09100000000000108,0.009,OGLE-III,608.1502755373316
608.75518,-0.0849999999999973,0.008,OGLE-III,609.1422707817497
614.8264,0.12199999999999989,0.009,OGLE-III,615.2141313474892
615.78469,-0.11499999999999844,0.008,OGLE-III,616.1725141866272
616.75908,0.13100000000000023,0.01,OGLE-III,617.1469914436908
623.70491,0.120000000000001,0.009,OGLE-III,624.0930782915692
624.71645,-0.08299999999999841,0.009,OGLE-III,625.1045792299849
625.65184,0.1280000000000001,0.009,OGLE-III,626.0399106183867
626.80206,0.12300000000000111,0.009,OGLE-III,627.1900265386025
628.68973,0.06099999999999994,0.009,OGLE-III,629.0774453645662
629.68053,-0.06899999999999906,0.008,OGLE-III,630.0680751322955
630.75299,0.1130000000000031,0.009,OGLE-III,631.1403227603311
632.80853,-0.08899999999999864,0.009,OGLE-III,633.1953791283054
633.68541,-0.021999999999998465,0.008,OGLE-III,634.0720241650292
635.7665,0.13100000000000023,0.01,OGLE-III,636.1524938778733
643.74555,-0.04999999999999716,0.009,OGLE-III,644.1285174781452
645.60548,-0.08099999999999952,0.008,OGLE-III,645.987636188419
652.66597,-0.08699999999999974,0.008,OGLE-III,653.0448868417861
653.56464,0.0940000000000012,0.008,OGLE-III,653.9431399097786
655.62156,0.017000000000003013,0.008,OGLE-III,655.9991133929091
656.79712,-0.03599999999999781,0.008,OGLE-III,657.1741403241333
657.7213,-0.06199999999999761,0.009,OGLE-III,658.0979068011883
