HJD,OC
-953.730104922317,-0.564378617919951
-918.7611929439008,-0.5646102374693963
-881.892595756799,-0.5808038641159105
-851.9546750709414,-0.5807073347769346
-820.866660813801,-0.5691254310529706
-788.9968796633184,-0.5783563079382315
-552.2818259606138,-0.5420416862451916
-520.2871368771885,-0.5326853698165167
-486.8740782458335,-0.5280754303457508
-460.8235200443305,-0.5192290663765172
-430.8792783659883,-0.5036655022251973
-403.0249184365384,-0.4957003799700965
-374.07767043611966,-0.4891805460544013
-191.78873554291204,-0.4397824505345164
-165.35770382452756,-0.4506136796171079
-128.9745664447546,-0.44925335257314214
-108.38956043496728,-0.4461273355404046
-69.60757543914951,-0.4527500540967434
-44.07175190281123,-0.4490594026875217
168.1941465800628,-0.4793241124618993
197.61291240388528,-0.48979718370068887
225.651462221751,-0.49700295493944513
253.9706877290737,-0.4938566145685604
314.87318492215127,-0.5193196426748804
348.9113188018091,-0.5179811482672668
528.2094271290116,-0.5242839860083355
558.5123159342108,-0.5199055376188996
583.25248,-0.5190598084972511
616.9684276566841,-0.50940332944612
647.3687248572242,-0.5073000652477807
675.3736157261301,-0.504076908986343
705.7254597014346,-0.48677740148791854
885.216410622932,-0.4450224126816361
921.1866210876033,-0.4337667619320342
951.951318707653,-0.42353508696982645
979.98930892488,-0.41545033687318855
1001.874439066276,-0.4044680744776283
1036.65245,-0.39828960236889904
1063.9037290047854,-0.4012586213731433
1089.9081909637898,-0.38329275611524555
1252.3002901822329,-0.35282757481279803
1284.6322607647162,-0.3453341208418952
1307.77397,-0.32928682055778075
1342.75766,-0.32199374820334226
1365.61401,-0.31443659207286395
1399.55383,-0.30037849586350396
1421.034384214785,-0.2883977605957036
1666.88024,-0.1852937164681999
1728.62361,-0.16127192204420587
1755.1092600000002,-0.14632483843674804
1812.5627399999998,-0.11630725020537316
2443.7157349999998,-0.03724700122384256
2796.810475,-0.11982161751817925
3080.77802,-0.13122293616716768
3107.83425,-0.12141258993966693
3138.67921,-0.11972781708340219
3170.67242,-0.11591716730838453
3197.703705,-0.11256521133923988
3228.62716,-0.10542113215279685
3470.335845,-0.03430076020292794
3502.70499,-0.02536964897623204
3525.288135,-0.021977201870677934
3561.76509,-0.008089514648347753
3582.6278,-0.006822821602140459
3647.03523,0.0031710483181559396
3801.84545,0.022085706755520657
3828.81518,0.02700714405464644
3863.874645,0.030258647297006
3891.7001950000003,0.028927579728066418
3907.89063,0.028281319410712973
3941.67355,0.030283326998613243
3970.53933,0.028958938370371657
4004.55183,0.031147878399035493
4160.844515,0.017131930487368878
4183.375865,0.011848922741485524
4215.77018,0.01053415364202862
4244.250099999999,0.004051586738013908
4277.55508,-0.0016840203719831104
4299.74096,-0.004843855001777022
4338.52719,-0.005776928306630154
4367.54018,-0.01458516858024096
4396.048914999999,-0.010581468983588008
4519.854004999999,-0.0002865978086135492
4547.26201,0.00941284533546353
4577.86192,0.0190728217868096
4601.274785,0.020727194791242038
4633.83658,0.0289024184403843
4666.58772,0.03696237649588921
4694.1003550000005,0.04544164593679924
4727.567235,0.05752358609565466
4911.87474,0.10394549090037548
4936.769915,0.10604828737979376
5270.83847,0.1380033036620591
5301.81575,0.13821027977588515
5326.67143,0.13547935855666687
5355.59504,0.13412287471599224
5385.46616,0.1316590080402088
5411.576985,0.13069937117733835
5443.6669600000005,0.12619979953243196
5472.52774,0.12009214100138049
5601.89033,0.09133577489809973
5631.82129,0.08788935701529244
5662.8218799999995,0.08361477464022918
5689.298065,0.08034363422005633
5715.7923900000005,0.0751213542518462
5742.695309999999,0.0686909737546134
5769.72097,0.060296531870419945
5806.49485,0.052428850356897046
5833.50738,0.046430697924793866
5862.01317,0.04135374584449043
5965.38658,0.016780442340357533
5990.82172,0.01177518123147492
6017.72499,0.010958265936076607
6048.76123,0.006843026089691716
6076.79549,0.003145988041085006
6105.5586,0.0010557031199708376
6134.509055,-0.0007182120423168938
6167.592735,-0.0037330477627499407
6190.48479,-0.005706091617635476
6219.503070000001,-0.005763721324346133
6348.8547149999995,0.0026518874557530047
6380.31895,0.009670141521949059
6404.84434,0.015611444758816966
6441.693145,0.025140477188568197
6464.808765,0.03288995782676513
6497.654885,0.03970536649204791
6525.64411,0.04536694013868387
6557.56242,0.04823824790346163
6582.54787,0.05137382861688359
6708.857285,0.06445808925391194
6744.87783,0.06451622159986915
6765.73457,0.06589925993399509
6798.83074,0.06924274983729276
6829.82866,0.07024655188020233
6855.55925,0.07083518998463728
6886.52932,0.0732345066585334
6920.51374,0.07541414983271405
6943.50094,0.07490658196330609
7072.852975,0.07867415957830404
7093.86655,0.0851784925108127
7131.707135000001,0.09349851499085737
7157.82584,0.09919354526505382
7185.90604,0.10640048501440759
7220.82082,0.11628509083457536
7253.48725,0.12574374935386914
7270.55951,0.13154847810339357
7298.58822,0.142205003891027
7436.37417,0.18803534166828711
7456.8748,0.19298898913205909
7491.720670000001,0.20995160951992636
7513.74888,0.2200734368513677
7548.90774,0.23407486754133236
7575.83789,0.24716128575397653
7606.67185,0.26192946083508156
7633.59122,0.275921862418004
7660.57859,0.27583744876816424
7796.384355,0.34187780443254345
7819.90177,0.35609038924484326
7847.87103,0.365341020276193
7873.7715800000005,0.3711707200477046
7906.769275000001,0.38293222479875627
7935.86863,0.38773449058021436
7961.61197,0.3955103833518214
