HJD,OC
574.363665,0.6685743890244524
607.185835,0.6754793480083782
629.14326,0.6682592770784681
1297.8418550000001,0.5939225112223694
1333.31281,0.5987719843035438
1353.7525,0.588649302543428
1408.124655,0.5673896005124672
1625.3348,0.544327421466138
1663.82166,0.5498428695048977
1685.78084,0.5398573660927104
1721.79182,0.5481737379222739
1751.49709,0.5375252821472338
1773.58609,0.5310039419334118
2791.2701349999998,0.13375941952377982
2821.66942,0.13895168483959416
3454.36286,0.03667289065180324
3553.20672,0.029859143513161993
3579.158915,0.029669346486014398
3605.649655,0.016333739423706323
3637.03034,0.013716544523290205
3791.8816399999996,0.002452643205648462
3816.3339100000003,-0.00833147554945507
3847.79097,-0.015431866832474791
3875.7066,-0.012692740759911359
3907.58567,-0.02126142047745268
3936.48406,-0.02039175073345843
3966.67885,-0.024006133603027113
3988.49953,-0.028860509465949893
4023.52973,-0.026541524925366655
4177.835835,-0.024485712663002368
4208.31566,-0.023621774757856748
4238.796345,-0.02069804023536706
4273.231045,-0.01912565867527612
4295.71659,-0.014698066654322205
4329.591495000001,-0.01257126660451122
4354.014485,-0.010451359344154329
4383.52632,-0.006325059507251924
4541.318434999999,0.00874830376534344
4566.814635000001,0.015754984889697118
4593.275659999999,0.01616554634340597
4626.84304,0.018145760328686728
4652.49475,0.018451690377173643
4683.51015,0.020188414886459696
4715.5754,0.019737558135748758
4900.81184,0.014461877127857905
4925.89506,0.014742841615781769
4946.7616,0.011721148555569888
5265.34527,0.004047442893827926
5295.75876,0.006885963917865489
5381.75902,0.005085379729354559
5406.630285,0.005237748463647269
5436.615535,0.004716023936852349
5463.48774,0.004252744339709562
5490.50439,0.004275406062457153
5616.8522,0.002723670506784586
5650.81185,0.0014053416232729103
5680.8824,0.0010547083237230522
5702.89488,0.0008434824366068361
5739.597925,-0.0001166495887489176
5766.61968,-0.0005390984845096743
5794.10782,-0.001118908100866872
5819.48664,-0.002492122920414726
5851.508985,-0.0022578592837342176
5982.860195,-0.00418802808790112
6009.3466,-0.003489194681641475
6038.82597,-0.004151863793548454
6067.853639999999,-0.005126785036680322
6097.78496,-0.005895407652164528
6123.57143,-0.006249236344542197
6154.696019999999,-0.007791331027314744
6182.05629,-0.00849431679338425
6213.54454,-0.011384140866657828
6343.87731,-0.01860915982647006
6372.332135,-0.020085347253288692
6399.7397,-0.022298217885079682
6426.7459,-0.024104015050899954
6454.672,-0.025476029025035592
6482.693775,-0.027072220063319278
6511.6732250000005,-0.027945275235901297
6543.51447,-0.029990501086495643
6569.524595,-0.030123232969053993
6698.371295,-0.034584686298098424
6727.81937,-0.034369795894228505
6759.823705000001,-0.034253294653254066
6786.91108,-0.03481518048753323
6816.5892650000005,-0.03504966078368437
6842.69695,-0.035173563411794534
6880.70222,-0.0351741420255057
6908.512210000001,-0.03477969351213625
6927.48238,-0.034319257590669096
7063.87374,-0.02850869805779808
7086.88729,-0.026564565809943617
7118.8286,-0.025373176967157136
7145.83804,-0.023502721749852445
7179.6810000000005,-0.02092684414955561
7202.791520000001,-0.018132586185591257
7227.49379,-0.015564427797251973
7265.64005,-0.010768704027991877
7291.54178,-0.008222546571380288
7321.012995,-0.0028439428683069965
7447.85845,0.017169090599847118
7485.71439,0.02478859879183813
7500.8445,0.028456427818345557
7545.87615,0.03539155701926049
7567.77253,0.04097753168178009
7601.623079999999,0.047193078388780244
7624.531940000001,0.05297541878465859
7648.59869,0.05810921110863649
7810.86268,0.0945986453222771
7839.90176,0.10022147274819837
7867.86349,0.10466756007307591
7904.63145,0.11442393277683398
7927.694584999999,0.11868219474306434
7954.75048,0.1260688656263179
